"Augmented_SMILES,Contact_angle,Thickness_um,Solvent,Solvent_solubility_parameter_Mpa_sqrt,xw_wt_percent,Temp_C,Permeate_pressure_mbar",J_Total_flux_kg_m_2h_1
OC1C(OC)C(OC(C)C1O)C(=O)O.OC1C(OC)C(OC(C)C1O)C(O)=O.O=C(O)C|37.37|45.0|acetic_acid|21.4|10.0|60|2.66|,0.092
C1(C(C(O)=O)OC(C(O)C1O)C)OC.C1(C(OC)C(C(C(C)O1)O)O)C(O)=O.OC(=O)C|37.37|45.0|acetic_acid|21.4|10.0|60|2.66|,0.092
OC(C1C(OC)C(O)C(O)C(O1)C)=O.OC1C(O)C(C)OC(C1OC)C(=O)O.C(=O)(C)O|37.37|45.0|acetic_acid|21.4|10.0|60|2.66|,0.092
O1C(C)C(O)C(C(C1C(=O)O)OC)O.OC(C1OC(C(C(C1OC)O)O)C)=O.O=C(C)O|37.37|45.0|acetic_acid|21.4|10.0|60|2.66|,0.092
O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(=O)O|37.37|45.0|acetic_acid|21.4|10.0|70|2.66|,0.138
C1(C(C)OC(C(C1O)OC)C(=O)O)O.CC1C(O)C(O)C(C(C(=O)O)O1)OC.CC(O)=O|37.37|45.0|acetic_acid|21.4|10.0|70|2.66|,0.138
C(=O)(C1OC(C(C(O)C1OC)O)C)O.O1C(C(=O)O)C(OC)C(C(C1C)O)O.C(O)(=O)C|37.37|45.0|acetic_acid|21.4|10.0|70|2.66|,0.138
OC1C(C(OC)C(OC1C)C(O)=O)O.C1(O)C(O)C(OC(C1OC)C(O)=O)C.OC(=O)C|37.37|45.0|acetic_acid|21.4|10.0|70|2.66|,0.138
COC1C(O)C(O)C(OC1C(=O)O)C.O1C(C(=O)O)C(C(C(C1C)O)O)OC.C(=O)(C)O|37.37|45.0|acetic_acid|21.4|10.0|70|2.66|,0.138
C1(OC(C(OC)C(C1O)O)C(=O)O)C.C1(C(C(=O)O)OC(C(O)C1O)C)OC.O=C(C)O|37.37|45.0|acetic_acid|21.4|10.0|70|2.66|,0.138
O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(=O)O|37.37|50.0|acetic_acid|21.4|10.0|30|13.3|,0.081
OC(=O)C1OC(C(C(C1OC)O)O)C.O=C(O)C1OC(C)C(O)C(C1OC)O.OC(C)=O|37.37|50.0|acetic_acid|21.4|10.0|30|13.3|,0.081
C(O)(=O)C1OC(C(O)C(O)C1OC)C.O(C1C(C(O)C(OC1C(=O)O)C)O)C.O=C(C)O|37.37|50.0|acetic_acid|21.4|10.0|30|13.3|,0.081
O=C(O)C1OC(C(C(C1OC)O)O)C.O(C)C1C(C(O)C(C)OC1C(=O)O)O.C(C)(=O)O|37.37|50.0|acetic_acid|21.4|10.0|30|13.3|,0.081
C1(C(C(C)OC(C1OC)C(O)=O)O)O.O1C(C(OC)C(O)C(C1C)O)C(=O)O.C(O)(C)=O|37.37|50.0|acetic_acid|21.4|10.0|30|13.3|,0.081
OC1C(O)C(OC)C(C(=O)O)OC1C.OC1C(C(C(C(=O)O)OC1C)OC)O.CC(O)=O|37.37|50.0|acetic_acid|21.4|10.0|30|13.3|,0.081
O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(=O)O|37.37|50.0|acetic_acid|21.4|20.0|30|13.3|,0.115
CC1C(O)C(C(C(C(O)=O)O1)OC)O.OC(=O)C1C(OC)C(O)C(C(C)O1)O.O=C(C)O|37.37|50.0|acetic_acid|21.4|20.0|30|13.3|,0.115
O1C(C(O)C(C(OC)C1C(O)=O)O)C.O(C1C(OC(C(O)C1O)C)C(=O)O)C.C(=O)(O)C|37.37|50.0|acetic_acid|21.4|20.0|30|13.3|,0.115
O=C(C1OC(C)C(C(C1OC)O)O)O.C1(C(O)C(C(C(O)=O)OC1C)OC)O.C(=O)(C)O|37.37|50.0|acetic_acid|21.4|20.0|30|13.3|,0.115
O(C1C(C(C(C)OC1C(=O)O)O)O)C.C(O)(=O)C1C(C(C(O)C(C)O1)O)OC.C(O)(=O)C|37.37|50.0|acetic_acid|21.4|20.0|30|13.3|,0.115
OC1C(C(C(=O)O)OC(C1O)C)OC.C1(OC)C(C(C(C)OC1C(O)=O)O)O.OC(=O)C|37.37|50.0|acetic_acid|21.4|20.0|30|13.3|,0.115
O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(=O)O|37.37|50.0|acetic_acid|21.4|10.0|40|13.3|,0.154
C1(O)C(C(C(=O)O)OC(C1O)C)OC.C1(C(C)OC(C(O)=O)C(C1O)OC)O.O=C(C)O|37.37|50.0|acetic_acid|21.4|10.0|40|13.3|,0.154
OC(=O)C1OC(C(C(C1OC)O)O)C.COC1C(OC(C)C(O)C1O)C(=O)O.CC(O)=O|37.37|50.0|acetic_acid|21.4|10.0|40|13.3|,0.154
O(C)C1C(O)C(O)C(OC1C(O)=O)C.O(C1C(C(C(OC1C(=O)O)C)O)O)C.OC(C)=O|37.37|50.0|acetic_acid|21.4|10.0|40|13.3|,0.154
O=C(O)C1OC(C(O)C(C1OC)O)C.OC1C(OC(C(O)=O)C(C1O)OC)C.OC(=O)C|37.37|50.0|acetic_acid|21.4|10.0|40|13.3|,0.154
C1(C(O)=O)C(OC)C(O)C(O)C(C)O1.O=C(C1OC(C)C(O)C(O)C1OC)O.C(C)(=O)O|37.37|50.0|acetic_acid|21.4|10.0|40|13.3|,0.154
O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(=O)O|37.37|50.0|acetic_acid|21.4|30.0|30|13.3|,0.168
O(C1C(C(O)C(OC1C(O)=O)C)O)C.CC1OC(C(C(O)C1O)OC)C(O)=O.OC(=O)C|37.37|50.0|acetic_acid|21.4|30.0|30|13.3|,0.168
O=C(C1OC(C)C(O)C(O)C1OC)O.CC1OC(C(=O)O)C(OC)C(C1O)O.OC(C)=O|37.37|50.0|acetic_acid|21.4|30.0|30|13.3|,0.168
OC(=O)C1OC(C)C(O)C(C1OC)O.OC1C(C)OC(C(C1O)OC)C(O)=O.CC(O)=O|37.37|50.0|acetic_acid|21.4|30.0|30|13.3|,0.168
O1C(C(C(O)C(O)C1C)OC)C(=O)O.C1(C(C(C(O)C(O1)C)O)OC)C(O)=O.C(=O)(O)C|37.37|50.0|acetic_acid|21.4|30.0|30|13.3|,0.168
OC(=O)C1C(C(O)C(C(C)O1)O)OC.OC1C(OC)C(OC(C1O)C)C(O)=O.C(C)(=O)O|37.37|50.0|acetic_acid|21.4|30.0|30|13.3|,0.168
O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(=O)O|37.37|50.0|acetic_acid|21.4|10.0|50|13.3|,0.187
OC1C(C(OC)C(OC1C)C(=O)O)O.OC1C(O)C(OC(C(O)=O)C1OC)C.C(=O)(C)O|37.37|50.0|acetic_acid|21.4|10.0|50|13.3|,0.187
C1(O)C(C(OC(C1O)C)C(=O)O)OC.OC1C(C(C)OC(C(=O)O)C1OC)O.O=C(O)C|37.37|50.0|acetic_acid|21.4|10.0|50|13.3|,0.187
C(C1C(OC)C(O)C(O)C(O1)C)(O)=O.COC1C(OC(C)C(O)C1O)C(=O)O.C(C)(O)=O|37.37|50.0|acetic_acid|21.4|10.0|50|13.3|,0.187
C(=O)(C1C(OC)C(O)C(C(O1)C)O)O.O(C1C(C(=O)O)OC(C)C(C1O)O)C.C(C)(=O)O|37.37|50.0|acetic_acid|21.4|10.0|50|13.3|,0.187
C1(C(C(C(OC)C(O1)C(=O)O)O)O)C.O1C(C(O)C(C(C1C(O)=O)OC)O)C.CC(O)=O|37.37|50.0|acetic_acid|21.4|10.0|50|13.3|,0.187
O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(=O)O|37.37|50.0|acetic_acid|21.4|40.0|30|13.3|,0.234
O=C(C1OC(C)C(O)C(O)C1OC)O.COC1C(OC(C(C1O)O)C)C(=O)O.O=C(C)O|37.37|50.0|acetic_acid|21.4|40.0|30|13.3|,0.234
O1C(C(O)=O)C(C(C(C1C)O)O)OC.OC1C(C(OC(C(O)=O)C1OC)C)O.O=C(O)C|37.37|50.0|acetic_acid|21.4|40.0|30|13.3|,0.234
OC1C(OC)C(OC(C1O)C)C(O)=O.OC1C(O)C(OC)C(C(O)=O)OC1C.OC(=O)C|37.37|50.0|acetic_acid|21.4|40.0|30|13.3|,0.234
CC1C(O)C(O)C(C(C(O)=O)O1)OC.C1(C)C(O)C(O)C(OC)C(C(O)=O)O1.C(=O)(C)O|37.37|50.0|acetic_acid|21.4|40.0|30|13.3|,0.234
O=C(C1OC(C(C(C1OC)O)O)C)O.O=C(C1C(OC)C(C(O)C(O1)C)O)O.C(O)(=O)C|37.37|50.0|acetic_acid|21.4|40.0|30|13.3|,0.234
O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(=O)O|37.37|50.0|acetic_acid|21.4|10.0|70|13.3|,0.269
COC1C(C(O)C(OC1C(=O)O)C)O.O=C(O)C1OC(C)C(C(C1OC)O)O.OC(=O)C|37.37|50.0|acetic_acid|21.4|10.0|70|13.3|,0.269
OC1C(OC(C(OC)C1O)C(=O)O)C.OC1C(C(C)OC(C1OC)C(=O)O)O.OC(C)=O|37.37|50.0|acetic_acid|21.4|10.0|70|13.3|,0.269
OC(C1C(C(C(C(C)O1)O)O)OC)=O.C1(C(O)C(OC)C(OC1C)C(O)=O)O.O=C(O)C|37.37|50.0|acetic_acid|21.4|10.0|70|13.3|,0.269
C1(C(C)OC(C(OC)C1O)C(O)=O)O.CC1OC(C(OC)C(C1O)O)C(=O)O.C(=O)(O)C|37.37|50.0|acetic_acid|21.4|10.0|70|13.3|,0.269
O=C(C1OC(C)C(O)C(O)C1OC)O.O(C)C1C(C(O)C(C)OC1C(O)=O)O.CC(O)=O|37.37|50.0|acetic_acid|21.4|10.0|70|13.3|,0.269
C(C)C(C)(O).CC(=O)O|74.0|35.0|acetic_acid|21.4|80.0|45|0.23|,4.47
C(C)C(O)C.OC(=O)C|74.0|35.0|acetic_acid|21.4|80.0|45|0.23|,4.47
CC(O)CC.O=C(O)C|74.0|35.0|acetic_acid|21.4|80.0|45|0.23|,4.47
C(C)(CC)O.OC(C)=O|74.0|35.0|acetic_acid|21.4|80.0|45|0.23|,4.47
OC(C)CC.C(C)(O)=O|74.0|35.0|acetic_acid|21.4|80.0|45|0.23|,4.47
CCC(C)O.C(O)(C)=O|74.0|35.0|acetic_acid|21.4|80.0|45|0.23|,4.47
C(C)C(C)(O).CC(=O)O|74.0|35.0|acetic_acid|21.4|80.0|50|0.23|,5.7
C(O)(C)CC.O=C(C)O|74.0|35.0|acetic_acid|21.4|80.0|50|0.23|,5.7
OC(C)CC.OC(C)=O|74.0|35.0|acetic_acid|21.4|80.0|50|0.23|,5.7
C(C)(CC)O.CC(O)=O|74.0|35.0|acetic_acid|21.4|80.0|50|0.23|,5.7
CC(CC)O.C(=O)(C)O|74.0|35.0|acetic_acid|21.4|80.0|50|0.23|,5.7
C(C)C(C)O.O=C(O)C|74.0|35.0|acetic_acid|21.4|80.0|50|0.23|,5.7
C(C)C(C)(O).CC(=O)O|74.0|50.0|acetic_acid|21.4|80.0|45|1.5|,0.7859
C(C)(O)CC.OC(=O)C|74.0|50.0|acetic_acid|21.4|80.0|45|1.5|,0.7859
CC(O)CC.C(=O)(O)C|74.0|50.0|acetic_acid|21.4|80.0|45|1.5|,0.7859
CCC(C)O.C(C)(O)=O|74.0|50.0|acetic_acid|21.4|80.0|45|1.5|,0.7859
C(C(C)O)C.C(O)(C)=O|74.0|50.0|acetic_acid|21.4|80.0|45|1.5|,0.7859
OC(CC)C.OC(C)=O|74.0|50.0|acetic_acid|21.4|80.0|45|1.5|,0.7859
O=S(=O)(c1ccc(C)cc1)c4ccc(Oc3ccc(c2ccc(O(C))cc2)cc3)cc4.CC(=O)O|92.2|0.549|acetic_acid|21.4|15.0|50|2.5|,0.69
c1cc(S(=O)(c2ccc(cc2)Oc2ccc(-c3ccc(OC)cc3)cc2)=O)ccc1C.OC(=O)C|92.2|0.549|acetic_acid|21.4|15.0|50|2.5|,0.69
c1(ccc(S(=O)(c2ccc(cc2)C)=O)cc1)Oc1ccc(-c2ccc(OC)cc2)cc1.C(=O)(C)O|92.2|0.549|acetic_acid|21.4|15.0|50|2.5|,0.69
c1(OC)ccc(-c2ccc(cc2)Oc2ccc(S(=O)(c3ccc(C)cc3)=O)cc2)cc1.O=C(C)O|92.2|0.549|acetic_acid|21.4|15.0|50|2.5|,0.69
c1(ccc(cc1)-c1ccc(cc1)Oc1ccc(cc1)S(=O)(=O)c1ccc(C)cc1)OC.C(O)(=O)C|92.2|0.549|acetic_acid|21.4|15.0|50|2.5|,0.69
c1(ccc(cc1)OC)-c1ccc(cc1)Oc1ccc(S(c2ccc(cc2)C)(=O)=O)cc1.C(C)(=O)O|92.2|0.549|acetic_acid|21.4|15.0|50|2.5|,0.69
O=S(=O)(c1ccc(C)cc1)c4ccc(Oc3ccc(c2ccc(O(C))cc2)cc3)cc4.CC(=O)O|92.2|0.549|acetic_acid|21.4|20.0|50|2.5|,0.71
c1cc(Oc2ccc(S(c3ccc(cc3)C)(=O)=O)cc2)ccc1-c1ccc(OC)cc1.OC(=O)C|92.2|0.549|acetic_acid|21.4|20.0|50|2.5|,0.71
c1cc(C)ccc1S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)-c1ccc(cc1)OC.O=C(O)C|92.2|0.549|acetic_acid|21.4|20.0|50|2.5|,0.71
S(c1ccc(C)cc1)(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)-c1ccc(cc1)OC.C(=O)(O)C|92.2|0.549|acetic_acid|21.4|20.0|50|2.5|,0.71
c1cc(Oc2ccc(-c3ccc(cc3)OC)cc2)ccc1S(c1ccc(C)cc1)(=O)=O.O=C(C)O|92.2|0.549|acetic_acid|21.4|20.0|50|2.5|,0.71
c1cc(ccc1Oc1ccc(cc1)-c1ccc(OC)cc1)S(=O)(c1ccc(cc1)C)=O.OC(C)=O|92.2|0.549|acetic_acid|21.4|20.0|50|2.5|,0.71
O=S(=O)(c1ccc(C)cc1)c4ccc(Oc3ccc(c2ccc(O(C))cc2)cc3)cc4.CC(=O)O|92.2|0.549|acetic_acid|21.4|5.0|50|2.5|,1.18
c1cc(S(c2ccc(Oc3ccc(cc3)-c3ccc(OC)cc3)cc2)(=O)=O)ccc1C.C(C)(O)=O|92.2|0.549|acetic_acid|21.4|5.0|50|2.5|,1.18
c1(ccc(cc1)-c1ccc(cc1)OC)Oc1ccc(cc1)S(=O)(=O)c1ccc(C)cc1.O=C(O)C|92.2|0.549|acetic_acid|21.4|5.0|50|2.5|,1.18
COc1ccc(-c2ccc(Oc3ccc(cc3)S(=O)(=O)c3ccc(C)cc3)cc2)cc1.CC(O)=O|92.2|0.549|acetic_acid|21.4|5.0|50|2.5|,1.18
c1cc(ccc1OC)-c1ccc(Oc2ccc(S(=O)(=O)c3ccc(cc3)C)cc2)cc1.O=C(C)O|92.2|0.549|acetic_acid|21.4|5.0|50|2.5|,1.18
c1cc(ccc1-c1ccc(cc1)OC)Oc1ccc(S(=O)(=O)c2ccc(cc2)C)cc1.C(=O)(C)O|92.2|0.549|acetic_acid|21.4|5.0|50|2.5|,1.18
O=S(=O)(c1ccc(C)cc1)c4ccc(Oc3ccc(c2ccc(O(C))cc2)cc3)cc4.CC(=O)O|92.2|0.308|acetic_acid|21.4|5.0|50|2.5|,0.28
c1cc(ccc1-c1ccc(cc1)OC)Oc1ccc(S(=O)(=O)c2ccc(cc2)C)cc1.O=C(O)C|92.2|0.308|acetic_acid|21.4|5.0|50|2.5|,0.28
c1cc(ccc1S(c1ccc(cc1)C)(=O)=O)Oc1ccc(-c2ccc(OC)cc2)cc1.OC(C)=O|92.2|0.308|acetic_acid|21.4|5.0|50|2.5|,0.28
c1c(-c2ccc(cc2)Oc2ccc(cc2)S(=O)(c2ccc(cc2)C)=O)ccc(c1)OC.O=C(C)O|92.2|0.308|acetic_acid|21.4|5.0|50|2.5|,0.28
c1cc(ccc1S(c1ccc(cc1)Oc1ccc(cc1)-c1ccc(OC)cc1)(=O)=O)C.CC(O)=O|92.2|0.308|acetic_acid|21.4|5.0|50|2.5|,0.28
c1cc(S(c2ccc(cc2)C)(=O)=O)ccc1Oc1ccc(cc1)-c1ccc(cc1)OC.OC(=O)C|92.2|0.308|acetic_acid|21.4|5.0|50|2.5|,0.28
O=S(=O)(c1ccc(C)cc1)c4ccc(Oc3ccc(c2ccc(O(C))cc2)cc3)cc4.CC(=O)O|92.2|0.308|acetic_acid|21.4|20.0|50|2.5|,0.31
c1(-c2ccc(cc2)OC)ccc(cc1)Oc1ccc(cc1)S(c1ccc(C)cc1)(=O)=O.O=C(C)O|92.2|0.308|acetic_acid|21.4|20.0|50|2.5|,0.31
c1c(ccc(C)c1)S(c1ccc(cc1)Oc1ccc(cc1)-c1ccc(OC)cc1)(=O)=O.C(C)(O)=O|92.2|0.308|acetic_acid|21.4|20.0|50|2.5|,0.31
c1cc(OC)ccc1-c1ccc(Oc2ccc(cc2)S(=O)(c2ccc(C)cc2)=O)cc1.C(=O)(C)O|92.2|0.308|acetic_acid|21.4|20.0|50|2.5|,0.31
c1cc(ccc1-c1ccc(cc1)OC)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)C.O=C(O)C|92.2|0.308|acetic_acid|21.4|20.0|50|2.5|,0.31
S(c1ccc(cc1)Oc1ccc(cc1)-c1ccc(OC)cc1)(=O)(=O)c1ccc(cc1)C.CC(O)=O|92.2|0.308|acetic_acid|21.4|20.0|50|2.5|,0.31
O=S(=O)(c1ccc(C)cc1)c4ccc(Oc3ccc(c2ccc(O(C))cc2)cc3)cc4.CC(=O)O|92.2|0.227|acetic_acid|21.4|10.0|50|2.5|,0.25
Cc1ccc(cc1)S(c1ccc(cc1)Oc1ccc(-c2ccc(OC)cc2)cc1)(=O)=O.OC(=O)C|92.2|0.227|acetic_acid|21.4|10.0|50|2.5|,0.25
c1(OC)ccc(cc1)-c1ccc(Oc2ccc(cc2)S(=O)(c2ccc(C)cc2)=O)cc1.O=C(C)O|92.2|0.227|acetic_acid|21.4|10.0|50|2.5|,0.25
Cc1ccc(S(=O)(c2ccc(cc2)Oc2ccc(cc2)-c2ccc(OC)cc2)=O)cc1.O=C(O)C|92.2|0.227|acetic_acid|21.4|10.0|50|2.5|,0.25
c1c(ccc(S(=O)(c2ccc(cc2)Oc2ccc(cc2)-c2ccc(OC)cc2)=O)c1)C.CC(O)=O|92.2|0.227|acetic_acid|21.4|10.0|50|2.5|,0.25
c1c(ccc(c1)OC)-c1ccc(Oc2ccc(S(=O)(=O)c3ccc(C)cc3)cc2)cc1.C(O)(C)=O|92.2|0.227|acetic_acid|21.4|10.0|50|2.5|,0.25
O=S(=O)(c1ccc(C)cc1)c4ccc(Oc3ccc(c2ccc(O(C))cc2)cc3)cc4.CC(=O)O|92.2|0.227|acetic_acid|21.4|5.0|50|2.5|,0.35
c1cc(ccc1Oc1ccc(cc1)-c1ccc(OC)cc1)S(=O)(c1ccc(cc1)C)=O.C(O)(C)=O|92.2|0.227|acetic_acid|21.4|5.0|50|2.5|,0.35
c1(ccc(-c2ccc(Oc3ccc(cc3)S(=O)(=O)c3ccc(C)cc3)cc2)cc1)OC.C(=O)(C)O|92.2|0.227|acetic_acid|21.4|5.0|50|2.5|,0.35
c1c(ccc(Oc2ccc(cc2)-c2ccc(OC)cc2)c1)S(=O)(c1ccc(C)cc1)=O.OC(=O)C|92.2|0.227|acetic_acid|21.4|5.0|50|2.5|,0.35
c1cc(-c2ccc(cc2)OC)ccc1Oc1ccc(S(c2ccc(C)cc2)(=O)=O)cc1.O=C(O)C|92.2|0.227|acetic_acid|21.4|5.0|50|2.5|,0.35
c1cc(C)ccc1S(=O)(c1ccc(cc1)Oc1ccc(cc1)-c1ccc(cc1)OC)=O.C(=O)(O)C|92.2|0.227|acetic_acid|21.4|5.0|50|2.5|,0.35
O=S(=O)(c1ccc(C)cc1)c4ccc(Oc3ccc(c2ccc(O(C))cc2)cc3)cc4.CC(=O)O|92.2|0.227|acetic_acid|21.4|20.0|50|2.5|,0.37
c1cc(OC)ccc1-c1ccc(Oc2ccc(S(c3ccc(cc3)C)(=O)=O)cc2)cc1.O=C(O)C|92.2|0.227|acetic_acid|21.4|20.0|50|2.5|,0.37
c1cc(ccc1S(c1ccc(cc1)Oc1ccc(-c2ccc(OC)cc2)cc1)(=O)=O)C.O=C(C)O|92.2|0.227|acetic_acid|21.4|20.0|50|2.5|,0.37
c1c(C)ccc(S(=O)(c2ccc(Oc3ccc(-c4ccc(OC)cc4)cc3)cc2)=O)c1.C(=O)(C)O|92.2|0.227|acetic_acid|21.4|20.0|50|2.5|,0.37
c1c(ccc(c1)C)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)-c1ccc(cc1)OC.C(=O)(O)C|92.2|0.227|acetic_acid|21.4|20.0|50|2.5|,0.37
c1c(ccc(S(c2ccc(cc2)Oc2ccc(cc2)-c2ccc(OC)cc2)(=O)=O)c1)C.OC(C)=O|92.2|0.227|acetic_acid|21.4|20.0|50|2.5|,0.37
[Si](C)(C)(C)O(C).CC(=O)O|108.08219|95.0|acetic_acid|21.4|94.25|25|0.17|,0.039485981
C[Si](C)(OC)C.OC(=O)C|108.08219|95.0|acetic_acid|21.4|94.25|25|0.17|,0.039485981
C[Si](C)(C)OC.O=C(C)O|108.08219|95.0|acetic_acid|21.4|94.25|25|0.17|,0.039485981
C[Si](OC)(C)C.C(=O)(O)C|108.08219|95.0|acetic_acid|21.4|94.25|25|0.17|,0.039485981
CO[Si](C)(C)C.OC(C)=O|108.08219|95.0|acetic_acid|21.4|94.25|25|0.17|,0.039485981
[Si](OC)(C)(C)C.CC(O)=O|108.08219|95.0|acetic_acid|21.4|94.25|25|0.17|,0.039485981
[Si](C)(C)(C)O(C).CC(=O)O|108.08219|95.0|acetic_acid|21.4|94.62|25|0.17|,0.045700935
O([Si](C)(C)C)C.O=C(O)C|108.08219|95.0|acetic_acid|21.4|94.62|25|0.17|,0.045700935
[Si](C)(C)(C)OC.OC(=O)C|108.08219|95.0|acetic_acid|21.4|94.62|25|0.17|,0.045700935
O(C)[Si](C)(C)C.OC(C)=O|108.08219|95.0|acetic_acid|21.4|94.62|25|0.17|,0.045700935
C[Si](C)(OC)C.C(O)(=O)C|108.08219|95.0|acetic_acid|21.4|94.62|25|0.17|,0.045700935
C[Si](OC)(C)C.C(C)(O)=O|108.08219|95.0|acetic_acid|21.4|94.62|25|0.17|,0.045700935
[Si](C)(C)(C)O(C).CC(=O)O|108.08219|95.0|acetic_acid|21.4|89.72|25|0.17|,0.050607477
[Si](C)(C)(OC)C.O=C(C)O|108.08219|95.0|acetic_acid|21.4|89.72|25|0.17|,0.050607477
C[Si](C)(OC)C.O=C(O)C|108.08219|95.0|acetic_acid|21.4|89.72|25|0.17|,0.050607477
C[Si](OC)(C)C.OC(C)=O|108.08219|95.0|acetic_acid|21.4|89.72|25|0.17|,0.050607477
[Si](OC)(C)(C)C.C(=O)(O)C|108.08219|95.0|acetic_acid|21.4|89.72|25|0.17|,0.050607477
C[Si](C)(C)OC.C(O)(C)=O|108.08219|95.0|acetic_acid|21.4|89.72|25|0.17|,0.050607477
[Si](C)(C)(C)O(C).CC(=O)O|108.08219|95.0|acetic_acid|21.4|90.09|25|0.17|,0.051261682
C[Si](C)(C)OC.O=C(O)C|108.08219|95.0|acetic_acid|21.4|90.09|25|0.17|,0.051261682
[Si](OC)(C)(C)C.O=C(C)O|108.08219|95.0|acetic_acid|21.4|90.09|25|0.17|,0.051261682
C[Si](C)(OC)C.C(C)(=O)O|108.08219|95.0|acetic_acid|21.4|90.09|25|0.17|,0.051261682
[Si](C)(OC)(C)C.C(O)(=O)C|108.08219|95.0|acetic_acid|21.4|90.09|25|0.17|,0.051261682
CO[Si](C)(C)C.OC(=O)C|108.08219|95.0|acetic_acid|21.4|90.09|25|0.17|,0.051261682
[Si](C)(C)(C)O(C).CC(=O)O|108.08219|95.0|acetic_acid|21.4|90.0|25|0.17|,0.053214286
O([Si](C)(C)C)C.OC(C)=O|108.08219|95.0|acetic_acid|21.4|90.0|25|0.17|,0.053214286
CO[Si](C)(C)C.OC(=O)C|108.08219|95.0|acetic_acid|21.4|90.0|25|0.17|,0.053214286
[Si](C)(C)(C)OC.C(=O)(C)O|108.08219|95.0|acetic_acid|21.4|90.0|25|0.17|,0.053214286
C[Si](C)(C)OC.C(C)(O)=O|108.08219|95.0|acetic_acid|21.4|90.0|25|0.17|,0.053214286
C[Si](C)(OC)C.O=C(C)O|108.08219|95.0|acetic_acid|21.4|90.0|25|0.17|,0.053214286
[Si](C)(C)(C)O(C).CC(=O)O|108.08219|95.0|acetic_acid|21.4|89.97|25|0.17|,0.056168224
[Si](C)(OC)(C)C.OC(=O)C|108.08219|95.0|acetic_acid|21.4|89.97|25|0.17|,0.056168224
C[Si](C)(C)OC.C(O)(=O)C|108.08219|95.0|acetic_acid|21.4|89.97|25|0.17|,0.056168224
[Si](C)(C)(C)OC.OC(C)=O|108.08219|95.0|acetic_acid|21.4|89.97|25|0.17|,0.056168224
C[Si](C)(OC)C.O=C(O)C|108.08219|95.0|acetic_acid|21.4|89.97|25|0.17|,0.056168224
[Si](C)(C)(OC)C.C(=O)(C)O|108.08219|95.0|acetic_acid|21.4|89.97|25|0.17|,0.056168224
[Si](C)(C)(C)O(C).CC(=O)O|108.08219|95.0|acetic_acid|21.4|90.0|35|0.17|,0.057857143
O([Si](C)(C)C)C.C(C)(=O)O|108.08219|95.0|acetic_acid|21.4|90.0|35|0.17|,0.057857143
C[Si](C)(C)OC.OC(C)=O|108.08219|95.0|acetic_acid|21.4|90.0|35|0.17|,0.057857143
C[Si](OC)(C)C.CC(O)=O|108.08219|95.0|acetic_acid|21.4|90.0|35|0.17|,0.057857143
[Si](OC)(C)(C)C.OC(=O)C|108.08219|95.0|acetic_acid|21.4|90.0|35|0.17|,0.057857143
[Si](C)(C)(OC)C.C(O)(=O)C|108.08219|95.0|acetic_acid|21.4|90.0|35|0.17|,0.057857143
[Si](C)(C)(C)O(C).CC(=O)O|108.08219|95.0|acetic_acid|21.4|80.28|25|0.17|,0.064345794
C[Si](C)(C)OC.C(O)(=O)C|108.08219|95.0|acetic_acid|21.4|80.28|25|0.17|,0.064345794
CO[Si](C)(C)C.OC(C)=O|108.08219|95.0|acetic_acid|21.4|80.28|25|0.17|,0.064345794
O(C)[Si](C)(C)C.CC(O)=O|108.08219|95.0|acetic_acid|21.4|80.28|25|0.17|,0.064345794
C[Si](OC)(C)C.O=C(C)O|108.08219|95.0|acetic_acid|21.4|80.28|25|0.17|,0.064345794
O([Si](C)(C)C)C.C(O)(C)=O|108.08219|95.0|acetic_acid|21.4|80.28|25|0.17|,0.064345794
[Si](C)(C)(C)O(C).CC(=O)O|108.08219|95.0|acetic_acid|21.4|70.09|25|0.17|,0.064672897
CO[Si](C)(C)C.C(C)(O)=O|108.08219|95.0|acetic_acid|21.4|70.09|25|0.17|,0.064672897
C[Si](C)(C)OC.OC(C)=O|108.08219|95.0|acetic_acid|21.4|70.09|25|0.17|,0.064672897
O(C)[Si](C)(C)C.C(O)(=O)C|108.08219|95.0|acetic_acid|21.4|70.09|25|0.17|,0.064672897
